 SCHEDULE FA1 (REVISI 0) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LINE , PART NO , MODEL , SPEC , PEDAL , SCREW SET , KEYBOARD , NO PART KEYBOARD , NO. URUT ,SCHEDULE (REVISI 0),,,,,,,TOTAL,GROUP KERJA, Wkt kerja ,Target Eff Direct,Jmlh Group, Jml Opr Direct , ST ,"Beban
(ST x Sch)",,,,,,,Judgment Capacity,"TAKT TIME PER MODEL
(BEBAN/TOTAL BEBAN) * WAKTU KERJA/SCH",,,,,,,"LAMA PENGERJAAN
(Takt Time x Sch)",,,,,,, WAKTU PENGERJAAN (berdasarkan Takt Time Per Model) ,,,,,,,,,,,,,,,,,,,,,Takt Time ALL Model, Takt Time Per Model , Pitch Time  ,Pitch : Takt,,,,,,,,,,,,,,,,
,,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,,,,,,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,Sun,,Istirahat,Mon,,Istirahat,Tue,,Istirahat,Wed,,Istirahat,Thu,,Istirahat,Fri,,Istirahat,Sat,,Istirahat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,,,,,,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,Start,Stop,,,,,,,Note:,,,,,,,,,,,,,,
,VEG8550,YDP-145B,E,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,9,32,30,,28,,         -,         -,90,,,,,,76.66,"2,453","2,300",                -  ,"2,146",                -  ,                -  ,                -  ,,9.1,4.2,               -,4.2,               -,               -,               -,291,127,               -,118,               -,               -,               -,16:49,21:40,,7:00,9:06,,14:41,14:41,,7:00,8:58,,14:32,14:32,,7:00,7:00,,7:00,7:00,,,9.09,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8570,YDP-145B,U,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,10,         -,         -,,80,,         -,         -,80,,,,,,76.66,                -  ,                -  ,                -  ,"6,133",                -  ,                -  ,                -  ,,               -,               -,               -,4.2,               -,               -,               -,               -,               -,               -,338,               -,               -,               -,21:40,21:40,,9:06,9:06,,14:41,14:41,,8:58,14:36,,14:32,14:32,,7:00,7:00,,7:00,7:00,,,4.23,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8590,YDP-145B,CHN,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,11,         -,80,,         -,,87,         -,167,,,,,,76.66,                -  ,"6,133",                -  ,                -  ,                -  ,"6,669",                -  ,,               -,4.2,               -,               -,               -,10.1,               -,               -,338,               -,               -,               -,880,               -,21:40,21:40,,9:06,14:45,,14:41,14:41,,14:36,14:36,,14:32,14:32,,7:00,21:40,,7:00,7:00,,,10.11,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8550,YDP-145B,E,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,12,,87,,,,,,87,,,,,,76.66,                -  ,"6,669",                -  ,                -  ,                -  ,                -  ,                -  ,,               -,4.2,               -,               -,               -,               -,               -,               -,368,               -,               -,               -,               -,               -,21:40,21:40,,14:45,20:53,,14:41,14:41,,14:36,14:36,,14:32,14:32,,21:40,21:40,,7:00,7:00,,,4.23,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8570,YDP-145B,U,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,13,,11,,,,,,11,,,,,,76.66,                -  ,843,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,4.2,               -,               -,               -,               -,               -,               -,47,               -,               -,               -,               -,               -,21:40,21:40,,20:53,21:40,,14:41,14:41,,14:36,14:36,,14:32,14:32,,21:40,21:40,,7:00,7:00,,,4.23,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8380,YDP-165WA,J,VCS0270,VAS6540,GH3 GKS KEYBOARD AI-W_EB-B 165,ZV60160,14,,,20,,,,,20,,,,,,85.6,                -  ,                -  ,"1,712",                -  ,                -  ,                -  ,                -  ,,               -,               -,4.7,               -,               -,               -,               -,               -,               -,95,               -,               -,               -,               -,21:40,21:40,,21:40,21:40,,14:41,16:15,,14:36,14:36,,14:32,14:32,,21:40,21:40,,7:00,7:00,,,4.74,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8250,YDP-165WH,E,VCS0270,VAS6550,GH3 GKS KEYBOARD AI-W_EB-B 165,ZV60160,15,,,38,,,,,38,,,,,,85.6,                -  ,                -  ,"3,253",                -  ,                -  ,                -  ,                -  ,,               -,               -,4.7,               -,               -,               -,               -,               -,               -,180,               -,               -,               -,               -,21:40,21:40,,21:40,21:40,,16:15,19:15,,14:36,14:36,,14:32,14:32,,21:40,21:40,,7:00,7:00,,,4.74,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8550,YDP-145B,E,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,16,,,34,,,,,34,,,,,,76.66,                -  ,                -  ,"2,606",                -  ,                -  ,                -  ,                -  ,,               -,               -,4.2,               -,               -,               -,               -,               -,               -,144,               -,               -,               -,               -,21:40,21:40,,21:40,21:40,,19:15,21:40,,14:36,14:36,,14:32,14:32,,21:40,21:40,,7:00,7:00,,,4.24,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8550,YDP-145B,E,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,17,,,,70,,,,70,,,,,,76.66,                -  ,                -  ,                -  ,"5,366",                -  ,                -  ,                -  ,,               -,               -,               -,4.2,               -,               -,               -,               -,               -,               -,296,               -,               -,               -,21:40,21:40,,21:40,21:40,,21:40,21:40,,14:36,19:33,,14:32,14:32,,21:40,21:40,,7:00,7:00,,,4.23,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8580,YDP-145B,J,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,18,,,,9,,,,9,,,,,,76.66,                -  ,                -  ,                -  ,690,                -  ,                -  ,                -  ,,               -,               -,               -,4.2,               -,               -,               -,               -,               -,               -,38,               -,               -,               -,21:40,21:40,,21:40,21:40,,21:40,21:40,,19:33,20:11,,14:32,14:32,,21:40,21:40,,7:00,7:00,,,4.23,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8570,YDP-145B,U,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,19,,,,21,,,,21,,,,,,76.66,                -  ,                -  ,                -  ,"1,610",                -  ,                -  ,                -  ,,               -,               -,               -,4.2,               -,               -,               -,               -,               -,               -,89,               -,               -,               -,21:40,21:40,,21:40,21:40,,21:40,21:40,,20:11,21:40,,14:32,14:32,,21:40,21:40,,7:00,7:00,,,4.23,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8380,YDP-165WA,J,VCS0270,VAS6540,GH3 GKS KEYBOARD AI-W_EB-B 165,ZV60160,20,,,,,23,,,23,,,,,,85.6,                -  ,                -  ,                -  ,                -  ,"1,969",                -  ,                -  ,,               -,               -,               -,               -,4.7,               -,               -,               -,               -,               -,               -,109,               -,               -,21:40,21:40,,21:40,21:40,,21:40,21:40,,21:40,21:40,,14:32,16:21,,21:40,21:40,,7:00,7:00,,,4.74,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8560,YDP-145B,B,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,21,,,,,50,,,50,,,,,,76.66,                -  ,                -  ,                -  ,                -  ,"3,833",                -  ,                -  ,,               -,               -,               -,               -,4.2,               -,               -,               -,               -,               -,               -,212,               -,               -,21:40,21:40,,21:40,21:40,,21:40,21:40,,21:40,21:40,,16:21,19:53,,21:40,21:40,,7:00,7:00,,,4.24,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8600,YDP-145B,Y,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,22,,,,,10,,,10,,,,,,76.66,                -  ,                -  ,                -  ,                -  ,767,                -  ,                -  ,,               -,               -,               -,               -,4.2,               -,               -,               -,               -,               -,               -,42,               -,               -,21:40,21:40,,21:40,21:40,,21:40,21:40,,21:40,21:40,,19:53,20:36,,21:40,21:40,,7:00,7:00,,,4.24,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8590,YDP-145B,CHN,VCS0270,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,23,,,,,15,,,15,,,,,,76.66,                -  ,                -  ,                -  ,                -  ,"1,150",                -  ,                -  ,,               -,               -,               -,               -,4.2,               -,               -,               -,               -,               -,               -,64,               -,               -,21:40,21:40,,21:40,21:40,,21:40,21:40,,21:40,21:40,,20:36,21:40,,21:40,21:40,,7:00,7:00,,,4.24,               -  ,0.00%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                 -,,,,,,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,21:40,21:40,,21:40,21:40,,21:40,21:40,,21:40,21:40,,21:40,21:40,,21:40,21:40,,7:00,7:00,,,,,- ,,,,,,,,,,,,,,,,
 TOTAL FA1-L06 ,,,,,,,,,90,208,194,208,198,87,              -,985,,0,,,              -  ,,"7,418","15,945","15,909","15,945","15,903","6,669",0, - ,,,,,,,,880,880,880,880,880,880,                  -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,, S3 ,,,,, S1 ,,,,0,,,          -  ,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,          -  ,,"-7,418","-15,945","-15,909","-15,945","-15,903","-6,669",               -  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 FA1-L07 ,,,,,,,,,,,,,,,,                 -,S1 + S3,880,125.00%,2,25.9,,                -  ,                -  ,                -  ,                -  ,                -  ,                -  ,                -  , OVER Capacity ,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,4.7,               -  ,,- ,,,,,,,,,,,,,,,,
,VEG8660,YDP-145WH,B,VCS0270,VAS6550,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,1,         -,,         -,,9,,         -,9,,,,,,76.66,                -  ,                -  ,                -  ,                -  ,690,                -  ,                -  ,,               -,               -,               -,               -,4.7,               -,               -,               -,               -,               -,               -,43,               -,               -,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:00,,7:00,7:42,,7:00,7:00,,7:00,7:00,,,4.73,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8690,YDP-145WH,CHN,VCS0270,VAS6550,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,2,         -,,29,,         -,,         -,29,,,,,,76.66,                -  ,                -  ,"2,223",                -  ,                -  ,                -  ,                -  ,,               -,               -,4.7,               -,               -,               -,               -,               -,               -,137,               -,               -,               -,               -,7:00,7:00,,7:00,7:00,,7:00,9:17,,7:00,7:00,,7:42,7:42,,7:00,7:00,,7:00,7:00,,,4.73,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8700,YDP-145WH,Y,VCS0270,VAS6550,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,3,         -,,         -,,20,,         -,20,,,,,,76.66,                -  ,                -  ,                -  ,                -  ,"1,533",                -  ,                -  ,,               -,               -,               -,               -,4.7,               -,               -,               -,               -,               -,               -,95,               -,               -,7:00,7:00,,7:00,7:00,,9:17,9:17,,7:00,7:00,,7:42,9:17,,7:00,7:00,,7:00,7:00,,,4.73,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8450,YDP-145R,E,VCS0260,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,4,16,         -,69,         -,20,         -,         -,105,,,,,,76.66,"1,227",                -  ,"5,289",                -  ,"1,533",                -  ,                -  ,,10.1,               -,4.7,               -,4.7,               -,               -,162,               -,326,               -,95,               -,               -,7:00,9:41,,7:00,7:00,,9:17,14:43,,7:00,7:00,,9:17,10:51,,7:00,7:00,,7:00,7:00,,,10.11,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8460,YDP-145R,B,VCS0260,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,5,         -,         -,         -,         -,40,         -,         -,40,,,,,,76.66,                -  ,                -  ,                -  ,                -  ,"3,066",                -  ,                -  ,,               -,               -,               -,               -,4.7,               -,               -,               -,               -,               -,               -,189,               -,               -,9:41,9:41,,7:00,7:00,,14:43,14:43,,7:00,7:00,,10:51,14:01,,7:00,7:00,,7:00,7:00,,,4.73,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8470,YDP-145R,U,VCS0260,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,6,         -,         -,21,         -,         -,         -,         -,21,,,,,,76.66,                -  ,                -  ,"1,610",                -  ,                -  ,                -  ,                -  ,,               -,               -,4.7,               -,               -,               -,               -,               -,               -,99,               -,               -,               -,               -,9:41,9:41,,7:00,7:00,,14:43,16:23,,7:00,7:00,,14:01,14:01,,7:00,7:00,,7:00,7:00,,,4.73,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8500,YDP-145R,Y,VCS0260,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,7,54,         -,         -,         -,78,         -,         -,132,,,,,,76.66,"4,140",                -  ,                -  ,                -  ,"5,979",                -  ,                -  ,,10.1,               -,               -,               -,4.7,               -,               -,546,               -,               -,               -,369,               -,               -,9:41,18:48,,7:00,7:00,,16:23,16:23,,7:00,7:00,,14:01,20:10,,7:00,7:00,,7:00,7:00,,,10.11,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8490,YDP-145R,CHN,VCS0260,VAS6530,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,8,         -,         -,50,         -,19,25,         -,94,,,,,,76.66,                -  ,                -  ,"3,833",                -  ,"1,457","1,916",                -  ,,               -,               -,4.7,               -,4.7,13.5,               -,               -,               -,237,               -,90,338,               -,18:48,18:48,,7:00,7:00,,16:23,20:19,,7:00,7:00,,20:10,21:40,,7:00,12:38,,7:00,7:00,,,13.54,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8650,YDP-145WH,E,VCS0270,VAS6550,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,9,17,41,17,99,,         -,,174,,,,,,76.66,"1,303","3,143","1,303","7,589",                -  ,                -  ,                -  ,,10.1,4.7,4.7,4.7,               -,               -,               -,172,194,80,468,               -,               -,               -,18:48,21:39,,7:00,10:13,,20:19,21:40,,7:00,14:48,,21:40,21:40,,12:38,12:38,,7:00,7:00,,,10.11,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8660,YDP-145WH,B,VCS0270,VAS6550,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,10,,         -,,         -,,40,,40,,,,,,76.66,                -  ,                -  ,                -  ,                -  ,                -  ,"3,066",                -  ,,               -,               -,               -,               -,               -,13.5,               -,               -,               -,               -,               -,               -,542,               -,21:39,21:39,,10:13,10:13,,21:40,21:40,,14:48,14:48,,21:40,21:40,,12:38,21:40,,7:00,7:00,,,13.54,               -  ,0.00%,,,,,,,,,,,,,,,,
,VEG8690,YDP-145WH,CHN,VCS0270,VAS6550,GHL KEYBOARD TEXTURE A88 K6 300,ZE37820,11,,58,,         -,,         -,,58,,,,,,76.66,                -  ,"4,446",                -  ,                -  ,                -  ,                -  ,                -  ,,               -,4.7,               -,               -,               -,               -,               -,               -,274,               -,               -,               -,               -,               -,21:39,21:39,,10:13,14:48,,21:40,21:40,,14:48,14:48,,21:40,21:40,,21:40,21:40,,7:00,7:00,,,4.73,               -  ,0.00%,,,,,,,,,,,,,,,,
